prefix,publisher,journals,dois
10.1617,"Springer - RILEM Publishing",3,4265
10.5052,"Springer - Real Academia de Ciencias Exactas, Fisicas y Naturales",0,0
10.1245,"Springer - Society of Surgical Oncology",1,5113
10.4333,"Springer - The Korean Society of Pharmaceutical Sciences and Technology",0,0
10.1365,"Springer Fachmedien Wiesbaden GmbH",32,7616
10.1891,"Springer Publishing Company",25,5600
10.1140,Springer-Verlag,12,22349
10.1007,Springer-Verlag,2723,4329354
10.4038,"Sri Lanka Journals Online",45,4140
10.7814,"St. Louis University",0,0
10.5862,"St. Petersburg State Polytechnical University",1,195
10.5503,"St. Plum-Blossom Press Pty, Ltd.",4,233
10.12805,"Stanford Division of Pain Management",0,0
10.11126,"Stanford University Press",0,0
10.4316,"Stefan cel Mare University of Suceava",1,398
10.4213,"Steklov Mathematical Institute",10,13023
10.11147,"Stellenbosch University - Acta Germanica",0,0
10.7552,"Stellenbosch University - African East Asian Affairs, The China Monitor",0,0
10.11564,"Stellenbosch University - African Population Studies",0,0
10.5786,"Stellenbosch University - African Zoology",0,0
10.7445,"Stellenbosch University - Akroterion",0,0
10.5789,"Stellenbosch University - Global Media Journal African Edition",1,72
10.5788,"Stellenbosch University - Lexikos",0,0
10.7832,"Stellenbosch University - Missionalia",0,0
10.5952,"Stellenbosch University - Nederduitse Gereformeerde Teologiese Tydskrif",1,34
10.5784,"Stellenbosch University - OriON",1,109
10.5785,"Stellenbosch University - Per Linguam",1,329
10.11146,"Stellenbosch University - SAJIE",0,0
10.5774,"Stellenbosch University - SPIL",1,120
10.5842,"Stellenbosch University - SPILPlus",1,12
10.5787,"Stellenbosch University - Scientia Militaria",1,954
10.7833,"Stellenbosch University - Scriptura",1,70
10.11148,"Stellenbosch University - Soil Survey Journal",0,0
10.11562,"Stellenbosch University - South African Economic History Annual",0,0
10.7166,"Stellenbosch University - South African Journal of Industrial Engineering",1,388
10.7553,"Stellenbosch University - South African Journal of Library and Information Science",1,69
10.11563,"Stellenbosch University - Wound Healing Southern Africa",0,0
10.5910,"Stellenbosch University - Zambian Journal of Physiotherapy",0,0
10.3824,StemBook,1,53
10.2212,"Stewart Postharvest Solutions",1,276
10.5037,"Stilus Optimus",1,119
10.5226,"Study Group of Aero Aqua Bio-mechanisms",1,38
10.3380,"Study Group of Microwave Surgery",1,427
10.7791,"Sumart Processing Society for Materials, Environment and Energy",2,353
10.3887,Sunmedia,0,0
10.5299,"Surgisphere Corporation",1,14
10.5390,"Sustainable Building Research Center",0,0
10.13183,"Swedish Science Pioneers",0,0
10.7790,"Swinburne University of Technology",2,466
10.2533,"Swiss Chemical Society",1,1712
10.3188,"Swiss Forestry Society",1,897
10.2304,"Symposium Journals",11,3726
10.13070,"Synatom Research, LLC",0,0
10.12970,"Synergy Publishers",1,11
10.11158,"Systematic and Applied Acarology Society",2,158
10.3750,"Szczecinskie Towarzystwo Naukowe",1,182
10.2511,TASH,1,539
10.5748,TECSI,0,0
10.4301,TECSI,1,186
10.4209,"Taiwan Association for Aerosol Research",1,477
10.5405,"Taiwanese Society of Biomedical Engineering",1,269
10.4105,"Taiwanese Society of Molecular Medicine",0,0
10.5556,"Tamkang Journal of Mathematics",1,142
10.5776,"Teachers' Training Faculty",1,19
10.2339,"Technical Education Faculty Gazi University",1,39
10.5825,"Technical Institute Bijeljina",0,0
10.12670,"Technical Institute Bijeljina",0,0
10.12776,"Technical University of Kosice, Faculty of Manufacturing Technologies",2,67
10.12989,"Techno Press",0,0
10.1296,Techno-Press,4,36
10.3817,"Telos Press",1,2250
10.12936,"Tenri Foundation, Tenri Institute of Medical Research",1,17
10.9736,"Terapia Manual",0,0
10.5114,"Termedia Publishing House",15,2233
10.11603,"Ternopil State Medical University",0,0
10.5047,Terrapub,8,543
10.3369,"Tethys, Journal of Weather & Climate of the Western Mediterranean",1,55
10.3993,"Textile Bioengineering and Informatics Society",1,223
10.5127,"Textrum, Ltd.",2,117
10.5982,"The Academic Society of Japanese Garden",1,149
10.5465,"The Academy of Management",8,16879
10.2300,"The Acarological Society of Japan",1,260
10.7776,"The Acoustical Society of Korea",1,156
10.11618,"The Adhesion Society of Japan",1,1
10.11617,"The Agricultural Economic Society of Tohoku",1,14
10.4049,"The American Association of Immunologists",1,7191
10.2972,"The American School of Classical Studies at Athens",1,1668
10.5615,"The American Schools of Oriental Research",3,159
10.5743,"The American University in Cairo Press",0,0
10.2319,"The Angle Orthodontist",1,1303
10.7723,"The Antioch Review",1,67
10.12773,"The Asian Association of World Historians",1,5
10.4241,"The Association for Plant Protection of Kyushu",1,2801
10.7310,"The Association for Regional Agricultural and Forestry Economics",0,0
10.2750,"The Association for Rural Planning",1,1446
10.4157,"The Association of Japanese Geographers",4,4845
10.7778,"The Association of Korean Oriental Pediatrics",1,44
10.2333,"The Behaviormetric Society of Japan",2,983
10.5691,"The Biometric Society of Japan",1,270
10.7214,"The Brain Sciences Foundation",1,7
10.7858,"The Busan Gyeongnam Mathematical Society",1,72
10.4073,"The Campbell Collaboration",0,0
10.7209,"The Carbon Society of Japan",1,1911
10.3210,"The Center for Fire Science and Technology, Research Institute for Science and Technology, Tokyo University of Science",1,347
10.5260,"The Charleston Co.",1,216
10.1246,"The Chemical Society of Japan",6,103041
10.7131,"The Chinese Linguistic Society of Japan",2,766
10.5529,"The Chinese Society of Theoretical and Applied Mechanics",0,0
10.2510,"The Commonwealth Fund",2,9
10.1242,"The Company of Biologists",5,19038
10.7734,"The Computational Structural Engineering Institute",1,83
10.4223,"The Council on Employee Responsibilities and Rights",0,0
10.5940,"The Crystallographic Society of Japan",2,6374
10.2751,"The Division of Chemical Information and Computer Sciences, Chemical Society of Japan",1,139
10.3104,"The Down Syndrome Educational Trust",1,244
10.5141,"The Ecological Society of Korean",3,555
10.3982,"The Econometric Society",3,1543
10.3400,"The Editorial Committee of Annals of Vascular Diseases",1,262
10.5571,"The Editorial Committee of Synthesiology",2,374
10.5009,"The Editorial Office of Gut and Liver (KAMJE)",1,470
10.1149,"The Electrochemical Society",8,46048
10.5796,"The Electrochemical Society of Japan",1,1610
10.2532,"The Electromagnetics Academy",0,0
10.2528,"The Electromagnetics Academy (EMW Publishing)",5,4046
10.2529,"The Electromagnetics Academy (Piers Enterprises)",1,1022
10.13077,"The Electronic Materials Research Association",0,0
10.1210,"The Endocrine Society",5,78550
10.9793,"The English Linguistic Society of Japan",1,1
10.5022,"The English Linguistic Society of Japan",0,0
10.5143,"The Ergonomics Society of Korea",1,647
10.5135,"The European Union Studies Association - Japan",1,22
10.5874,"The Food System Research Association of Japan",1,565
10.3827,"The Foot and Ankle Online Journal",1,186
10.4087,"The Foundation Review",1,124
10.5387,"The Fukushima Society of Medical Science",1,59
10.5724,"The GCSSEPM Foundation",0,0
10.1534,"The Genetics Society of America",2,4847
10.1266,"The Genetics Society of Japan",2,4001
10.2343,"The Geochemical Society of Japan",1,1514
10.5996,"The Geographic Education Society of Japan",1,1028
10.5575,"The Geological Society of Japan",1,7341
10.5247,"The Grotowski Institute",0,0
10.4091,"The Health Care Science Institute",1,209
10.4243,"The Hebrew University Magnes Press",0,0
10.11120,"The Higher Education Academy",9,1937
10.2738,"The Higher Education Electronic & Audio-Video Press",3,4
10.5831,"The Homan Mathematical Society",1,361
10.4200,"The Human Geographical Society of Japan",1,2556
10.5437,"The Industrial Research Institute",1,199
10.4222,"The Institute for Leadership and Global Education",0,0
10.5614,"The Institute for Research and Community Services ITB",4,432
10.5573,"The Institute of Electronics Engineers of Korea",2,350
10.3169,"The Institute of Image Information and Television Engineers",6,10667
10.5266,"The Institute of Positioning, Navigation and Timing of Japan",1,8
10.5687,"The Institute of Systems, Control and Information Engineers",1,1694
10.7236,"The Institute of Webcasting, Internet and Telecommunication",2,296
10.5429,"The International Association for the Study of Popular Music",1,67
10.5921,"The International Council for Traditional Music",1,48
10.4192,"The International Journal of Digital Accounting Research",1,80
10.4198,"The International Journal of Illich Studies",0,0
10.1489,"The International Leprosy Association",1,134
10.2355,"The Iron and Steel Institute of Japan",3,7457
10.2183,"The Japan Academy",2,2676
10.2301,"The Japan Academy of Neurosonology",1,424
10.4288,"The Japan Association for Philosophy of Science",1,811
10.1507,"The Japan Endocrine Society",2,5559
10.3805,"The Japan Epilepsy Society",2,468
10.5739,"The Japan Fluid Power System Society",4,1431
10.3143,"The Japan Geriatrics Society",2,4267
10.3775,"The Japan Institute of Energy",2,10352
10.5988,"The Japan Institute of Marine Engineering",2,4460
10.2320,"The Japan Institute of Metals",4,14847
10.5416,"The Japan Institute of Power Electronics",1,196
10.5426,"The Japan Laryngological Association",1,84
10.2482,"The Japan Lung Cancer Society",1,3123
10.1269,"The Japan Radiation Research Society",1,2137
10.2457,"The Japan Section of the Regional Science Association International",2,1506
10.6089,"The Japan Society for Composite Materials",1,1257
10.11151,"The Japan Society for Educational Sociology",1,14
10.7889,"The Japan Society for Hematopoietic Stem Cell Transplantation",1,18
10.2493,"The Japan Society for Precision Engineering",3,14662
10.9762,"The Japan Society for Production Management",0,0
10.9773,"The Japan Society for Technology and Plasticity",1,572
10.3777,"The Japan Society of Acupuncture and Moxibustion",2,2015
10.5873,"The Japan Society of Christian Studies",1,1297
10.3862,"The Japan Society of Coloproctology",2,4243
10.9764,"The Japan Society of Competitive Intelligence",1,6
10.5759,"The Japan Society of Computer Aided Sugery",0,0
10.2957,"The Japan Society of Hepatology",1,7381
10.4131,"The Japan Society of High Pressure Science and Technology",1,1281
10.5652,"The Japan Society of International Economics",2,1772
10.5995,"The Japan Society of Island Studies",1,53
10.5112,"The Japan Society of Logopedics and Phoniatrics",1,1370
10.1299,"The Japan Society of Mechanical Engineers",23,63124
10.4325,"The Japan Society of Polymer Processing",1,896
10.3759,"The Japan Society of Tropical Ecology",1,606
10.3179,"The Japan Society of Ultrasonics in Medicine",1,462
10.2743,"The Japan Society of Veterinary Epidemiology",2,459
10.4057,"The Japan Sociological Society",1,2960
10.2488,"The Japan Wood Research Society",1,335
10.5105,"The Japanes Society of Electrocardiology",1,2414
10.11150,"The Japanese Association for Infectious Diseases",1,31
10.2222,"The Japanese Association for Virology",2,1775
10.2740,"The Japanese Association for the Integrated Study of Dietary Habits",1,768
10.5651,"The Japanese Association of Administrative Science",1,364
10.5179,"The Japanese Association of Benthology",0,0
10.6011,"The Japanese Association of Counseling Science",0,0
10.5926,"The Japanese Association of Educational Psychology",2,255
10.5386,"The Japanese Association of Indian and Buddhist Studies",0,0
10.2490,"The Japanese Association of Rehabilitation Medicine",2,2959
10.2185,"The Japanese Association of Rural Medicine",2,2979
10.6033,"The Japanese Association of Special Education",1,10
10.1253,"The Japanese Circulation Society",2,9881
10.7887,"The Japanese Congress of Neurological Surgeons",1,92
10.7793,"The Japanese Coronary Association",1,104
10.3123,"The Japanese Environmental Mutagen Society",2,259
10.4005,"The Japanese Forest Society",2,1232
10.3208,"The Japanese Geotechnical Society",1,275
10.5833,"The Japanese Journal of Gastroenterological Surgery",1,8875
10.3725,"The Japanese Nematological Society",2,58
10.1254,"The Japanese Pharmacological Society",4,14287
10.5462,"The Japanese Psychological Association",0,0
10.4992,"The Japanese Psychological Association",1,5117
10.5919,"The Japanese Psychological Association",0,0
10.5227,"The Japanese Skin Cancer Society",1,1586
10.2502,"The Japanese Society for Animal Psychology",3,804
10.1527,"The Japanese Society for Artificial Intelligence",1,739
10.4326,"The Japanese Society for Cardiovascular Surgery",1,5736
10.5265,"The Japanese Society for Cognitive Psychology",1,140
10.3330,"The Japanese Society for Comparative Physiology and Biochemistry",2,411
10.2503,"The Japanese Society for Horticultural Science",2,5781
10.3314,"The Japanese Society for Medical Mycology",3,2007
10.3811,"The Japanese Society for Multiphase Flow",2,663
10.5797,"The Japanese Society for Neuroendovascular Therapy",1,74
10.5611,"The Japanese Society for Neutron Science",1,419
10.3353,"The Japanese Society for Oral Pathology",1,309
10.1297,"The Japanese Society for Pediatric Endocrinology",1,649
10.3165,"The Japanese Society for Pediatric Nephrology",1,673
10.5362,"The Japanese Society for the History of Economic Thought",0,0
10.3173,"The Japanese Society of Agricultural Informatics",1,159
10.5458,"The Japanese Society of Applied Glycoscience",3,1935
10.5795,"The Japanese Society of Clinical Cytology",1,3493
10.5234,"The Japanese Society of Clinical Neuropsychopharmacology",1,31
10.5647,"The Japanese Society of Environmental Education",1,119
10.7130,"The Japanese Society of Extra-Corporeal Techology in Medicine",1,1464
10.3147,"The Japanese Society of Fish Pathology",1,1618
10.2331,"The Japanese Society of Fisheries Science",1,13380
10.3861,"The Japanese Society of Health and Human Ecology",1,2130
10.2492,"The Japanese Society of Inflammation and Regeneration",3,2266
10.3739,"The Japanese Society of Limnology",1,1721
10.3753,"The Japanese Society of Lumbar Spine Disorders",1,272
10.5264,"The Japanese Society of Nutrition and Dietetics",1,2527
10.9794,"The Japanese Society of Pediatric Cardiology and Cardiac Surgery",1,87
10.2329,"The Japanese Society of Periodontology",1,2869
10.7600,"The Japanese Society of Physical Fitness and Sports Medicine",2,1311
10.5685,"The Japanese Society of Plant Morphology",1,241
10.7211,"The Japanese Society of Revegetation Technology",2,1627
10.4993,"The Japanese Society of Strategies for Cancer Research and Therapy",2,280
10.5938,"The Japanese Society of Swine Science",1,552
10.1293,"The Japanese Society of Toxicologic Pathology",1,855
10.2335,"The Japanese Society on Surgery for Cerebral Stroke",1,794
10.2491,"The Japanese Society on Thrombosis and Hemostasis",2,3864
10.5740,"The Journal of AOAC International",1,393
10.5780,"The Journal of Bioscience and Medicine",1,10
10.3899,"The Journal of Rheumatology",2,2530
10.7460,"The Journal of Tourism and Research",1,8
10.11568,"The Kangwon-Kyungki Mathematical Society",1,28
10.4165,"The Kansai Plant Protection Society",1,377
10.2302,"The Keio Journal of Medicine",1,1544
10.6029,"The Korea Academia - Industrial Cooperation Society",1,47
10.5762,"The Korea Academia-Industrial Cooperation Society",1,3427
10.6111,"The Korea Association of Crystal Growth",1,168
10.6116,"The Korea Association of Herbology",1,120
10.5392,"The Korea Contents Association",2,3750
10.9714,"The Korea Institute of Applied Superconductivity and Cryogenics",1,54
10.12815,"The Korea Institute of Intelligent Transport Systems",1,40
10.9766,"The Korea Institute of Military Science and Technology",0,0
10.12673,"The Korea Navigation Institute",1,59
10.7746,"The Korea Robotics Society",1,73
10.9723,"The Korea Society for Industrial Systems",1,94
10.9726,"The Korea Society for Power System Engineering",0,0
10.9709,"The Korea Society for Simulation",1,101
10.7233,"The Korea Society of Costume",1,136
10.9720,"The Korea Society of Engineering Gelology",1,45
10.13087,"The Korea Society of Environmental Restoration Technology",0,0
10.9716,"The Korea Society of Information Technology Services",1,93
10.9718,"The Korea Society of Medical and Biological Engineering",1,29
10.4168,"The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Allergy and Respiratory Disease (KAMJE)",2,236
10.5627,"The Korean Academy of Clinical Electrophysiology",1,51
10.5395,"The Korean Academy of Conservative Dentistry",2,591
10.4082,"The Korean Academy of Family Medicine (KAMJE)",1,319
10.4047,"The Korean Academy of Prosthodontics (KAMJE)",2,376
10.12934,"The Korean Academy of Psychiatric and Mental Health Nursing (KAMJE)",1,40
10.4046,"The Korean Academy of Tuberculosis and Respiratory Diseases (KAMJE)",1,958
10.3350,"The Korean Association for the Study of the Liver",2,347
10.11108,"The Korean Association of Geographic Information Studies",1,22
10.5859,"The Korean Association of Information Systems",1,147
10.5125,"The Korean Association of Oral and Maxillofacial Surgeons (KAMJE)",1,245
10.5303,"The Korean Astronomical Society",2,635
10.7874,"The Korean Audiological Society (KAMJE)",1,34
10.4191,"The Korean Ceramic Society",1,1565
10.7741,"The Korean Culture Association",1,96
10.5467,"The Korean Earth Science Society",1,427
10.5229,"The Korean Electrochemical Society",2,515
10.5322,"The Korean Environmental Science Society",1,1711
10.13049,"The Korean Family Welfare Association",0,0
10.12772,"The Korean Fiber Society",0,0
10.7777,"The Korean Foundrymens Society",1,39
10.12671,"The Korean Fracture Society (KAMJE)",1,146
10.11003,"The Korean GNSS Society",1,10
10.5230,"The Korean Gastric Cancer Association (KAMJE)",1,137
10.4235,"The Korean Geriatrics Society (KAMJE)",1,128
10.5371,"The Korean Hip Society (KAMJE)",2,156
10.6115,"The Korean Home Economics Association",2,348
10.6107,"The Korean Housing Association",1,239
10.7316,"The Korean Hydrogen and New Energy Society",1,110
10.5345,"The Korean Institute of Building Construction",1,756
10.9713,"The Korean Institute of Chemical Engineers",1,114
10.5370,"The Korean Institute of Electrical Engineers",4,1814
10.4313,"The Korean Institute of Electrical and Electronic Material Engineers",2,2820
10.13067,"The Korean Institute of Electronic Communication Sciences",0,0
10.7842,"The Korean Institute of Gas",1,157
10.5207,"The Korean Institute of Illuminating and Electrical Installation Engineers",1,1886
10.6109,"The Korean Institute of Information and Communication Sciences",3,1629
10.3365,"The Korean Institute of Metals and Materials",1,146
10.6113,"The Korean Institute of Power Electrics",2,609
10.7844,"The Korean Institute of Resources Recycling",1,30
10.5695,"The Korean Institute of Surface Engineering",1,305
10.5792,"The Korean Knee Society (KAMJE)",2,99
10.4283,"The Korean Magnetics Society",2,1050
10.4134,"The Korean Mathematical Society",3,2780
10.6117,"The Korean Microelectronics and Packaging Society",1,48
10.4163,"The Korean Nutrition Society (KAMJE)",1,245
10.4162,"The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE)",1,414
10.7737,"The Korean Operations and Management Science Society",3,87
10.6114,"The Korean Oriental Medical Opthalmology and Otolaryngology and Dermatology Society",1,58
10.4055,"The Korean Orthopaedic Association (KAMJE)",2,829
10.4196,"The Korean Physiological Society and The Korean Society of Pharmacology (KAMJE)",1,351
10.4150,"The Korean Powder Metallurgy Institute",1,720
10.7733,"The Korean Radioactive Waste Society",1,32
10.4078,"The Korean Rheumatism Association (KAMJE)",2,398
10.5369,"The Korean Sensors Society",1,757
10.5139,"The Korean Society for Aeronautical & Space Sciences",2,2133
10.3839,"The Korean Society for Applied Biological Chemistry",1,235
10.12985,"The Korean Society for Aviation and Aeronautics",1,13
10.5607,"The Korean Society for Brain and Neural Science (KAMJE)",1,102
10.5805,"The Korean Society for Clothing Industry",1,325
10.7234,"The Korean Society for Composite Materials",2,151
10.5855,"The Korean Society for Energy Engineering",1,68
10.13000,"The Korean Society for Fisheries and Marine Sciences Education",1,20
10.7319,"The Korean Society for Geospatial Informational Systems",1,66
10.12656,"The Korean Society for Heat Treatment",1,6
10.12941,"The Korean Society for Industrial and Applied Mathematics",1,11
10.7580,"The Korean Society for Legal Medicine (KAMJE)",1,66
10.11109,"The Korean Society for Livestock Housing and Environment",0,0
10.7846,"The Korean Society for Marine Environment and Energy",2,39
10.4167,"The Korean Society for Microbiology and The Korean Society of Virology (KAMJE)",1,264
10.7849,"The Korean Society for New and Renewable Energy",1,57
10.5050,"The Korean Society for Noise and Vibration Engineering",1,1689
10.7779,"The Korean Society for Nondestructive Testing",1,93
10.5010,"The Korean Society for Plant Biotechnology",1,548
10.7469,"The Korean Society for Quality Management",1,65
10.5653,"The Korean Society for Reproductive Medicine (KAMJE)",1,81
10.12790,"The Korean Society for Surgery of the Hand (KAMJE)",1,16
10.5228,"The Korean Society for Technology of Plasticity",1,961
10.4285,"The Korean Society for Transplantation (KAMJE)",1,124
10.5758,"The Korean Society for Vascular Surgery (KAMJE)",1,71
10.9722,"The Korean Society for the Gifted",1,63
10.13081,"The Korean Society for the History of Medicine",1,7
10.5389,"The Korean Society of Agricultural Engineers",1,623
10.5806,"The Korean Society of Analytical Science",1,229
10.4097,"The Korean Society of Anesthesiologists (KAMJE)",1,1693
10.4062,"The Korean Society of Applied Pharmacology",2,409
10.7467,"The Korean Society of Automotive Engineers",1,180
10.11005,"The Korean Society of Bone Metabolism (KAMJE)",2,30
10.5909,"The Korean Society of Broadcast Engineers",1,535
10.4070,"The Korean Society of Cardiology (KAMJE)",1,856
10.7464,"The Korean Society of Clean Technology",1,68
10.5145,"The Korean Society of Clinical Microbiology (KAMJE)",2,171
10.5850,"The Korean Society of Clothing and Textiles",1,969
10.7856,"The Korean Society of Community Living Science",2,106
10.5720,"The Korean Society of Community Nutrition (KAMJE)",1,122
10.12654,"The Korean Society of Conservation Science for Cultural Heritage",0,0
10.4266,"The Korean Society of Critical Care Medicine (KAMJE)",1,242
10.7740,"The Korean Society of Crop Science",1,122
10.5764,"The Korean Society of Dyers and Finishers",1,169
10.9719,"The Korean Society of Economic and Environmental Geology",1,76
10.5049,"The Korean Society of Electrolyte Metabolism (KAMJE)",1,96
10.7602,"The Korean Society of Endoscopic and Laproscopic Surgeons (KAMJE)",1,35
10.5338,"The Korean Society of Environmental Agriculture",1,592
10.5620,"The Korean Society of Environmental Health and Toxicology (KAMJE)",1,43
10.12940,"The Korean Society of Fashion Business",1,37
10.7847,"The Korean Society of Fish Pathology",1,70
10.12939,"The Korean Society of Fisheries Business Administration",1,7
10.3796,"The Korean Society of Fisheries Technology",1,384
10.5657,"The Korean Society of Fisheries and Aquatic Science",2,1410
10.13103,"The Korean Society of Food Hygiene an Safety",0,0
10.11002,"The Korean Society of Food Preservation",1,40
10.3746,"The Korean Society of Food Science and Nutrition",4,3476
10.9799,"The Korean Society of Food and Nutrition",1,73
10.4166,"The Korean Society of Gastroenterology (KAMJE)",1,591
10.5946,"The Korean Society of Gastrointestinal Endoscopy (KAMJE)",1,176
10.5142,"The Korean Society of Ginseng",1,476
10.5333,"The Korean Society of Grassland and Forage Sciences",1,475
10.4332,"The Korean Society of Health Policy and Administration",1,322
10.5646,"The Korean Society of Hypertension (KAMJE)",1,42
10.7735,"The Korean Society of Manufacturing Technology Engineers",1,208
10.7837,"The Korean Society of Marine Environment and Safety",1,151
10.3795,"The Korean Society of Mechanical Engineers",2,4394
10.4258,"The Korean Society of Medical Informatics (KAMJE)",2,178
10.7783,"The Korean Society of Medicinal Crop Science",1,142
10.6118,"The Korean Society of Menopause (KAMJE)",1,41
10.4489,"The Korean Society of Mycology",2,371
10.5385,"The Korean Society of Neonatology (KAMJE)",2,144
10.5056,"The Korean Society of Neurogastroenterology and Motility (KAMJE)",1,319
10.7850,"The Korean Society of Oceanography",1,25
10.7231,"The Korean Society of Oriental Neuropsychiatry",1,69
10.4132,"The Korean Society of Pathologists and The Korean Society for Cytopathology (KAMJE)",1,489
10.5223,"The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition (KAMJE)",2,155
10.7585,"The Korean Society of Pesticide Science",1,67
10.4490,"The Korean Society of Phycology",1,408
10.13066,"The Korean Society of Physical Medicine",1,15
10.11110,"The Korean Society of Plant Taxonomists",1,24
10.5536,"The Korean Society of Poultry Science",1,261
10.6108,"The Korean Society of Propulsion Engineers",1,100
10.3348,"The Korean Society of Radiology (KAMJE)",2,1111
10.7742,"The Korean Society of Radiology (KISTI)",1,136
10.7780,"The Korean Society of Remote Sensing",1,84
10.13064,"The Korean Society of Speech Sciences",0,0
10.5763,"The Korean Society of Sports Medicine (KAMJE)",1,48
10.5635,"The Korean Society of Systematic Zoology",3,295
10.5487,"The Korean Society of Toxicology",1,258
10.9725,"The Korean Society of Tribologists and Lubrication Engineers",1,34
10.4142,"The Korean Society of Veterinary Science (KAMJE)",1,489
10.7853,"The Korean Society of Veterinary Service",1,121
10.5407,"The Korean Society of Visualization",1,138
10.11001,"The Korean Society of Water and Wastewater",0,0
10.5660,"The Korean Society of Weed Science",2,150
10.5658,"The Korean Society of Wood Science Technology",1,213
10.7836,"The Korean Solar Energy Society",1,243
10.5140,"The Korean Space Science Society",2,511
10.5351,"The Korean Statistical Society",3,1707
10.4174,"The Korean Surgical Society (KAMJE)",1,694
10.4111,"The Korean Urological Association (KAMJE)",1,1454
10.5757,"The Korean Vacuum Society",1,443
10.5781,"The Korean Welding and Joining Society",1,538
10.2739,"The Kurume Medical Journal",1,1823
10.11642,"The Kyushu Association of Neuropsychiatry",1,2
10.2504,"The Kyushu Dental Society",1,93
10.2184,"The Laser Society of Japan",1,4333
10.4201,"The London Student Journal of Medicine",1,44
10.5950,"The MRE Foundation",1,104
10.3379,"The Magnetics Society of Japan",2,5927
10.9710,"The Malacological Society of Korea",1,45
10.5702,"The Mass Spectrometry Society of Japan",2,1938
10.3740,"The Materials Research Society of Korea",1,1495
10.2969,"The Mathematical Society of Japan",1,2812
10.11650,"The Mathematical Society of the Republic of China",1,81
10.1272,"The Medical Association of Nippon Medical School",3,1511
10.5361,"The Medical Society of Kansai Medical University",1,19
10.5360,"The Membrane Society of Japan",1,1100
10.7845,"The Microbiological Society of Korea",1,67
10.2323,"The Microbiology Research Foundation",1,2595
10.3751,"The Middle East Journal",1,200
10.1180,"The Mineralogical Society",2,11384
10.9727,"The Mineralogical Society of Korea",1,37
10.7449,"The Minerals, Metals and Materials Society",0,0
10.2473,"The Mining and Materials Processing Institute of Japan",2,2858
10.5241,"The National Federation of the Blind",1,1
10.12651,"The National Institute of Biological Resources",1,8
10.3411,"The Nature Conservancy",0,0
10.4264,"The Nihon University Medical Association",1,222
10.4221,"The Norwegian Association of Masters of Science in Business/Sivilokonomene",0,0
10.5928,"The Oceanographic Society of Japan",1,332
10.5670,"The Oceanography Society",1,1535
10.5502,"The Open Polytechnic of New Zealand",1,78
10.5456,"The Open University",2,120
10.5325,"The Pennsylvania State University Press",26,3260
10.4080,"The Peregrine Fund",0,0
10.7812,"The Permanente Press",1,68
10.4216,"The Philosophy of Science Society, Japan",1,588
10.2170,"The Physiological Society of Japan",2,3657
10.3186,"The Phytopathological Society of Japan",1,4351
10.3800,"The Plankton Society of Japan (The Japanese Association of Benthology)",1,193
10.7732,"The Plant  Resources Society of Korea",1,210
10.3835,"The Plant Genome",1,129
10.5189,"The Polargraphic Society of Japan",2,679
10.1332,"The Policy Press",5,1900
10.12778,"The Political Science Association of Kasetsart University",0,0
10.7317,"The Polymer Society of Korea",1,177
10.5364,"The Press at California State University, Fresno",0,0
10.11133,"The Psychological Record",1,30
10.13160,"The Research Institute of Chosun Natural Science",0,0
10.4144,"The Resources Processing Society of Japan",2,1401
10.7210,"The Robotics Society of Japan",1,4810
10.1083,"The Rockefeller University Press",1,24413
10.1084,"The Rockefeller University Press",1,22640
10.1085,"The Rockefeller University Press",1,7827
10.1308,"The Royal College of Surgeons of England",5,5368
10.1098,"The Royal Society",13,71893
10.1039,"The Royal Society of Chemistry",46,367748
10.1258,"The Royal Society of Medicine",22,4614
10.7473,"The Rubber Society of Korea",1,52
10.12803,"The Scientific Society Akroasis",1,1
10.5086,"The Scientific and Technological Research Council of Turkey",0,0
10.4096,"The Sedimentological Society of Japan",1,188
10.4282,"The Sessile Organisms Society of Japan",2,292
10.7730,"The Society  of Sasang Constitutional Medicine",1,46
10.3209,"The Society for Actinomycetes Japan",1,319
10.4265,"The Society for Antibacterial and Antifungal Agents, Japan",1,387
10.1263,"The Society for Biotechnology, Japan",0,0
10.3164,"The Society for Free Radical Research Japan",1,1317
10.2485,"The Society for Hard Tissue Regenerative Biology",1,461
10.5356,"The Society for Near Eastern Studies in Japan",2,1619
10.2480,"The Society of Agricultural Meteorology of Japan",2,2602
10.6110,"The Society of Air-Conditioning and Refrigeration Engineers of Korea",1,238
10.1252,"The Society of Chemical Engineers Japan",4,15094
10.3124,"The Society of Exploration Geophysicists of Japan",1,133
10.9797,"The Society of Information Storage Systems",1,20
10.9746,"The Society of Instrument and Control Engineers",2,828
10.5939,"The Society of Japanese Women Scientists",1,37
10.11627,"The Society of Korea Industrial and Systems Engineering",1,31
10.13048,"The Society of Korean Medicine",1,7
10.4293,"The Society of Laparoendoscopic Surgeons",1,419
10.5136,"The Society of Life Support Technology",2,1973
10.5188,"The Society of Materials Engineering for Resources of Japan",2,635
10.2472,"The Society of Materials Science Japan",2,11535
10.5957,"The Society of Naval Architects and Marine Engineers",2,83
10.3744,"The Society of Naval Architects of Korea",2,939
